x,y,z
-1.409396,0.71229,0.687851
-1.409396,0.781413,0.610507
-1.409396,0.842626,0.526531
-1.409396,0.921139,-0.410118
-1.409396,0.941644,0.342731
-1.409396,0.977753,0.243781
-1.409396,1.013617,-0.035396
-1.409396,0.995494,0.175532
-1.328859,-1.015078,-0.035447
-1.328859,-1.00154,0.176599
-1.328859,-0.97563,0.279757
-1.328859,-0.905891,-0.441833
-1.328859,-0.888227,0.472279
-1.328859,-0.829597,0.55957
-1.328859,-0.739125,0.665511
-1.328859,-0.608767,-0.779187
-1.328859,-0.520947,-0.833689
-1.328859,-0.428971,-0.879521
-1.328859,-0.333726,-0.916904
-1.328859,-0.235759,-0.945576
-1.328859,-0.135595,-0.964807
-1.328859,-0.034004,-0.973741
-1.328859,0.067959,-0.971866
-1.328859,0.169151,-0.959305
-1.328859,0.26861,-0.936753
-1.328859,0.36568,-0.90509
-1.328859,0.459884,-0.864916
-1.328859,0.550599,-0.816297
-1.328859,0.63678,-0.758885
-1.328859,0.766168,-0.642891
-1.328859,0.832622,-0.56161
-1.328859,0.88927,-0.472833
-1.328859,0.935654,-0.378029
-1.328859,0.971714,-0.278635
-1.328859,1.003494,-0.141032
-1.328859,1.012703,0.070815
-1.248322,-0.997608,-0.175905
-1.248322,-1.016453,0.035495
-1.248322,-0.960979,-0.312241
-1.248322,-0.935843,-0.378105
-1.248322,-0.922468,0.410709
-1.248322,-0.869807,0.502184
-1.248322,-0.808286,0.587254
-1.248322,-0.689327,0.713819
-1.248322,-0.580156,-0.798517
-1.248322,-0.490748,-0.850001
-1.248322,-0.397587,-0.892995
-1.248322,-0.301397,-0.927603
-1.248322,-0.202642,-0.953355
-1.248322,-0.101883,-0.969354
-1.248322,0.0,-0.974739
-1.248322,0.101863,-0.969166
-1.248322,0.202569,-0.953013
-1.248322,0.301257,-0.927173
-1.248322,0.397391,-0.892556
-1.248322,0.49053,-0.849623
-1.248322,0.579955,-0.79824
-1.248322,0.68869,0.713159
-1.248322,0.789706,-0.616986
-1.248322,0.852969,-0.532994
-1.248322,0.90613,-0.441949
-1.248322,0.948125,0.345089
-1.248322,0.972808,0.278948
-1.248322,1.012404,-0.070794
-1.248322,1.00593,0.141374
-1.167785,-1.009089,-0.10606
-1.167785,-1.012498,0.106418
-1.167785,-0.981678,-0.24476
-1.167785,-0.95223,0.346583
-1.167785,-0.872194,-0.503561
-1.167785,-0.812315,-0.590181
-1.167785,-0.766952,-0.643549
-1.167785,-0.637302,-0.759507
-1.167785,-0.55094,-0.816803
-1.167785,-0.460116,-0.865353
-1.167785,-0.365878,-0.905579
-1.167785,-0.268797,-0.937407
-1.167785,-0.169298,-0.960139
-1.167785,-0.068022,-0.972755
-1.167785,0.034029,-0.974463
-1.167785,0.135644,-0.965155
-1.167785,0.235735,-0.945482
-1.167785,0.333575,-0.91649
-1.167785,0.42874,-0.879046
-1.167785,0.520777,-0.833417
-1.167785,0.60882,-0.779255
-1.167785,0.71422,0.689715
-1.167785,0.785069,0.613363
-1.167785,0.848623,0.530278
-1.167785,0.920508,0.409836
-1.167785,0.961093,-0.312278
-1.167785,0.990227,-0.210479
-1.167785,1.016442,0.0
-1.167785,0.993722,0.211222
-1.087248,-1.015807,-0.035473
-1.087248,-1.002922,0.176842
-1.087248,-0.976972,0.280142
-1.087248,-0.906689,-0.442222
-1.087248,-0.888854,0.472612
-1.087248,-0.829916,0.559785
-1.087248,-0.739383,0.665744
-1.087248,-0.609277,-0.779838
-1.087248,-0.521188,-0.834075
-1.087248,-0.429098,-0.879782
-1.087248,-0.333866,-0.917288
-1.087248,-0.235936,-0.946287
-1.087248,-0.135743,-0.965861
-1.087248,-0.034045,-0.97493
-1.087248,0.068029,-0.972854
-1.087248,0.169241,-0.959815
-1.087248,0.268603,-0.93673
-1.087248,0.365539,-0.90474
-1.087248,0.45971,-0.864589
-1.087248,0.5506,-0.816298
-1.087248,0.637143,-0.759318
-1.087248,0.767135,-0.643702
-1.087248,0.833674,-0.56232
-1.087248,0.890145,-0.473298
-1.087248,0.936221,-0.378258
-1.087248,0.981778,-0.244785
-1.087248,1.004093,-0.141116
-1.087248,1.015339,0.070999
-1.006711,-0.997997,-0.175974
-1.006711,-1.017487,0.035531
-1.006711,-0.961421,-0.312385
-1.006711,-0.93646,-0.378354
-1.006711,-0.923396,0.411122
-1.006711,-0.85409,-0.533694
-1.006711,-0.8086,0.587482
-1.006711,-0.689723,0.714229
-1.006711,-0.580588,-0.799111
-1.006711,-0.490963,-0.850373
-1.006711,-0.397733,-0.893322
-1.006711,-0.301564,-0.928119
-1.006711,-0.20282,-0.954193
-1.006711,-0.101997,-0.970438
-1.006711,0.0,-0.975795
-1.006711,0.101936,-0.969856
-1.006711,0.202595,-0.953135
-1.006711,0.301131,-0.926785
-1.006711,0.397126,-0.89196
-1.006711,0.490287,-0.849202
-1.006711,0.579965,-0.798254
-1.006711,0.689604,0.714105
-1.006711,0.790696,-0.617759
-1.006711,0.85398,-0.533626
-1.006711,0.906928,-0.442338
-1.006711,0.952322,0.346617
-1.006711,0.976813,0.280097
-1.006711,1.013334,-0.070859
-1.006711,1.008759,0.141772
-0.926174,-1.009681,-0.106122
-0.926174,-1.013771,0.106552
-0.926174,-0.982096,-0.244864
-0.926174,-0.95342,0.347016
-0.926174,-0.873227,-0.504158
-0.926174,-0.813467,-0.591019
-0.926174,-0.768056,-0.644476
-0.926174,-0.637962,-0.760293
-0.926174,-0.551311,-0.817353
-0.926174,-0.460321,-0.865737
-0.926174,-0.366045,-0.905993
-0.926174,-0.26898,-0.938046
-0.926174,-0.169459,-0.961051
-0.926174,-0.068093,-0.973773
-0.926174,0.034057,-0.975261
-0.926174,0.135681,-0.965424
-0.926174,0.235644,-0.945117
-0.926174,0.33328,-0.915678
-0.926174,0.428317,-0.878181
-0.926174,0.520448,-0.83289
-0.926174,0.608829,-0.779266
-0.926174,0.715029,0.690495
-0.926174,0.786286,0.614314
-0.926174,0.873108,-0.504089
-0.926174,0.923342,0.411099
-0.926174,0.961587,-0.312438
-0.926174,0.990677,-0.210575
-0.926174,1.017712,0.0
-0.926174,0.996411,0.211794
-0.845638,-1.01666,-0.035503
-0.845638,-1.004321,0.177089
-0.845638,-0.978331,0.280532
-0.845638,-0.907575,-0.442654
-0.845638,-0.889594,0.473005
-0.845638,-0.830382,0.5601
-0.845638,-0.664114,0.737573
-0.845638,-0.58209,0.801178
-0.845638,-0.493952,0.855549
-0.845638,-0.40045,0.899425
-0.845638,-0.302901,0.932234
-0.845638,-0.202855,0.954357
-0.845638,-0.101622,0.966873
-0.845638,0.0,0.970891
-0.845638,0.101622,0.966873
-0.845638,0.202855,0.954357
-0.845638,0.302901,0.932233
-0.845638,0.40045,0.899425
-0.845638,0.49395,0.855546
-0.845638,0.582082,0.801168
-0.845638,0.767902,-0.644346
-0.845638,0.834636,-0.562969
-0.845638,0.889415,0.47291
-0.845638,0.936894,-0.37853
-0.845638,0.982263,-0.244906
-0.845638,1.004704,-0.141202
-0.845638,1.016868,0.071106
-0.765101,-0.998567,-0.176074
-0.765101,-1.018593,0.03557
-0.765101,-0.962028,-0.312582
-0.765101,-0.937205,-0.378655
-0.765101,-0.924393,0.411566
-0.765101,-0.8552,-0.534388
-0.765101,-0.809064,0.58782
-0.765101,-0.610056,-0.780836
-0.765101,-0.521643,-0.834803
-0.765101,-0.429389,-0.880378
-0.765101,-0.334121,-0.917989
-0.765101,-0.236176,-0.947251
-0.765101,-0.135903,-0.967
-0.765101,-0.034078,-0.97588
-0.765101,0.068048,-0.97313
-0.765101,0.169113,-0.959087
-0.765101,0.268125,-0.935063
-0.765101,0.364681,-0.902617
-0.765101,0.458702,-0.862693
-0.765101,0.549839,-0.81517
-0.765101,0.636983,-0.759127
-0.765101,0.786726,0.614657
-0.765101,0.873708,-0.504436
-0.765101,0.924297,0.411524
-0.765101,0.961995,-0.312571
-0.765101,0.99106,-0.210656
-0.765101,1.018438,0.0
-0.765101,0.997542,0.212034
-0.684564,-1.017289,-0.035525
-0.684564,-1.005246,0.177252
-0.684564,-0.979231,0.28079
-0.684564,-0.908206,-0.442962
-0.684564,-0.890141,0.473297
-0.684564,-0.830772,0.560363
-0.684564,-0.638666,-0.761132
-0.684564,-0.551759,-0.818017
-0.684564,-0.460605,-0.866272
-0.684564,-0.366263,-0.906534
-0.684564,-0.269167,-0.938698
-0.684564,-0.169585,-0.961765
-0.684564,-0.068129,-0.974284
-0.684564,0.034054,-0.975173
-0.684564,0.13554,-0.96442
-0.684564,0.235162,-0.943185
-0.684564,0.332375,-0.913193
-0.684564,0.427137,-0.87576
-0.684564,0.519332,-0.831104
-0.684564,0.608142,-0.778386
-0.684564,0.791631,-0.61849
-0.684564,0.85517,-0.53437
-0.684564,0.908034,-0.442878
-0.684564,0.954588,0.347441
-0.684564,0.979192,0.280779
-0.684564,1.014472,-0.070939
-0.684564,1.010885,0.142071
-0.604027,-1.010709,-0.10623
-0.604027,-1.015496,0.106733
-0.604027,-0.982936,-0.245073
-0.604027,-0.955036,0.347605
-0.604027,-0.874653,-0.504981
-0.604027,-0.81499,-0.592125
-0.604027,-0.769511,-0.645697
-0.604027,-0.581463,-0.800315
-0.604027,-0.491507,-0.851315
-0.604027,-0.398119,-0.894189
-0.604027,-0.301892,-0.929127
-0.604027,-0.203068,-0.955358
-0.604027,-0.102101,-0.971426
-0.604027,0.0,-0.975976
-0.604027,0.101805,-0.968607
-0.604027,0.201979,-0.950235
-0.604027,0.270084,0.941896
-0.604027,0.395181,-0.887591
-0.604027,0.48823,-0.84564
-0.604027,0.578445,-0.796161
-0.604027,0.768227,-0.644619
-0.604027,0.835366,-0.563462
-0.604027,0.890411,0.47344
-0.604027,0.937645,-0.378833
-0.604027,0.982909,-0.245067
-0.604027,1.00544,-0.141305
-0.604027,1.018145,0.071196
-0.52349,-0.999313,-0.176206
-0.52349,-1.019747,0.03561
-0.52349,-0.990296,0.246909
-0.52349,-0.938063,-0.379002
-0.52349,-0.925438,0.412031
-0.52349,-0.856308,-0.535081
-0.52349,-0.809674,0.588263
-0.52349,-0.693987,-0.718645
-0.52349,-0.581658,-0.800583
-0.52349,-0.491641,-0.851546
-0.52349,-0.398214,-0.894402
-0.52349,-0.301957,-0.929327
-0.52349,-0.203098,-0.9555
-0.52349,-0.102097,-0.971388
-0.52349,0.0,-0.975579
-0.52349,0.101709,-0.967697
-0.52349,0.201672,-0.948793
-0.52349,0.270195,0.942282
-0.52349,0.394367,-0.885763
-0.52349,0.487351,-0.844116
-0.52349,0.577706,-0.795144
-0.52349,0.768184,-0.644583
-0.52349,0.835527,-0.56357
-0.52349,0.89072,0.473604
-0.52349,0.937906,-0.378939
-0.52349,0.983159,-0.245129
-0.52349,1.010999,-0.10626
-0.52349,1.015921,0.106778
-0.442953,-0.992073,-0.210872
-0.442953,-1.019899,0.0
-0.442953,-0.990738,0.247019
-0.442953,-0.938372,-0.379127
-0.442953,-0.925792,0.412189
-0.442953,-0.856672,-0.535308
-0.442953,-0.809908,0.588432
-0.442953,-0.694281,-0.718949
-0.442953,-0.581858,-0.800858
-0.442953,-0.491782,-0.851791
-0.442953,-0.398313,-0.894625
-0.442953,-0.302019,-0.92952
-0.442953,-0.203118,-0.955597
-0.442953,-0.102081,-0.97124
-0.442953,0.0,-0.974981
-0.442953,0.101581,-0.966481
-0.442953,0.20128,-0.946949
-0.442953,0.270306,0.942669
-0.442953,0.393353,-0.883485
-0.442953,0.486251,-0.842211
-0.442953,0.576762,-0.793845
-0.442953,0.768045,-0.644467
-0.442953,0.835637,-0.563644
-0.442953,0.891031,0.473769
-0.442953,0.938169,-0.379045
-0.442953,0.983426,-0.245196
-0.442953,1.011309,-0.106293
-0.442953,1.012231,0.14226
-0.362416,-1.020531,0.035638
-0.362416,-1.018667,-0.035573
-0.362416,-0.991171,0.247127
-0.362416,-0.938691,-0.379256
-0.362416,-0.926149,0.412348
-0.362416,-0.857033,-0.535534
-0.362416,-0.793873,-0.620242
-0.362416,-0.694572,-0.71925
-0.362416,-0.582063,-0.80114
-0.362416,-0.49193,-0.852048
-0.362416,-0.398416,-0.894857
-0.362416,-0.302079,-0.929702
-0.362416,-0.203128,-0.955641
-0.362416,-0.102053,-0.970969
-0.362416,0.0,-0.97416
-0.362416,0.101418,-0.964926
-0.362416,0.200794,-0.944662
-0.362416,0.270417,0.943056
-0.362416,0.392119,-0.880713
-0.362416,0.484908,-0.839884
-0.362416,0.575593,-0.792236
-0.362416,0.662476,-0.735754
-0.362416,0.835688,-0.563679
-0.362416,0.892561,-0.474583
-0.362416,0.909294,0.443492
-0.362416,0.974017,-0.279295
-0.362416,1.006322,-0.141429
-0.362416,1.012663,0.142321
-0.281879,-1.020653,0.0
-0.281879,-1.016122,-0.071054
-0.281879,-1.000294,0.212619
-0.281879,-0.969712,0.315079
-0.281879,-0.925021,-0.411846
-0.281879,-0.872692,0.503849
-0.281879,-0.810418,0.588803
-0.281879,-0.746507,-0.672158
-0.281879,-0.611724,0.782971
-0.281879,-0.525586,0.841113
-0.281879,-0.433557,0.888923
-0.281879,-0.33682,0.925406
-0.281879,-0.237029,0.950669
-0.281879,-0.135738,0.965827
-0.281879,-0.033954,0.97232
-0.281879,0.067902,0.971043
-0.281879,0.169592,0.961805
-0.281879,0.296509,-0.91256
-0.281879,0.369491,0.914521
-0.281879,0.464829,0.874216
-0.281879,0.55499,0.822807
-0.281879,0.63903,0.761566
-0.281879,0.764989,0.641902
-0.281879,0.810418,0.588803
-0.281879,0.872691,0.503849
-0.281879,0.951674,-0.346381
-0.281879,0.981387,0.281408
-0.281879,1.016114,-0.071054
-0.281879,1.000293,0.212619
-0.201342,-1.020187,0.071338
-0.201342,-1.019404,-0.035598
-0.201342,-0.964024,-0.31323
-0.201342,-0.952235,-0.346585
-0.201342,-0.909977,0.443826
-0.201342,-0.85308,0.533063
-0.201342,-0.788336,0.615916
-0.201342,-0.668018,-0.741909
-0.201342,-0.583941,0.803726
-0.201342,-0.49573,0.85863
-0.201342,-0.40193,0.90275
-0.201342,-0.303937,0.935423
-0.201342,-0.203447,0.957141
-0.201342,-0.101871,0.969239
-0.201342,0.0,0.973081
-0.201342,0.101871,0.969239
-0.201342,0.203447,0.957141
-0.201342,0.326661,-0.897493
-0.201342,0.419879,-0.86088
-0.201342,0.49573,0.85863
-0.201342,0.583941,0.803726
-0.201342,0.688324,-0.71278
-0.201342,0.788336,0.615916
-0.201342,0.853079,0.533063
-0.201342,0.924809,-0.411752
-0.201342,0.94257,0.380823
-0.201342,0.992958,-0.21106
-0.201342,1.017595,0.106954
-0.201342,1.021314,0.035665
-0.120805,-1.00091,-0.176487
-0.120805,-1.013907,0.142495
-0.120805,-0.984754,-0.245527
-0.120805,-0.942939,0.380972
-0.120805,-0.894268,-0.475491
-0.120805,-0.83819,-0.565366
-0.120805,-0.765522,0.642349
-0.120805,-0.639515,0.762144
-0.120805,-0.555441,0.823475
-0.120805,-0.465222,0.874955
-0.120805,-0.369802,0.915293
-0.120805,-0.26946,-0.939717
-0.120805,-0.169721,0.962536
-0.120805,-0.067951,0.971745
-0.120805,0.033978,0.973016
-0.120805,0.135839,0.966546
-0.120805,0.237217,0.951424
-0.120805,0.356072,-0.881308
-0.120805,0.448597,-0.843688
-0.120805,0.52602,0.841808
-0.120805,0.612199,0.783579
-0.120805,0.740996,-0.667195
-0.120805,0.835465,-0.563528
-0.120805,0.893032,-0.474833
-0.120805,0.910322,0.443994
-0.120805,0.974928,-0.279556
-0.120805,1.007337,-0.141572
-0.120805,1.008283,0.177787
-0.040268,-1.020164,-0.035625
-0.040268,-1.007736,-0.141628
-0.040268,-1.001507,0.212877
-0.040268,-0.970876,0.315457
-0.040268,-0.926058,-0.412307
-0.040268,-0.873653,0.504404
-0.040268,-0.811284,0.589433
-0.040268,-0.747423,-0.672982
-0.040268,-0.612437,0.783884
-0.040268,-0.52623,0.842145
-0.040268,-0.4341,0.890038
-0.040268,-0.337238,0.926552
-0.040268,-0.23731,0.9518
-0.040268,-0.135892,0.966921
-0.040268,-0.033991,0.973388
-0.040268,0.067977,0.972117
-0.040268,0.169787,0.962912
-0.040268,0.292245,-0.899438
-0.040268,0.384823,-0.864327
-0.040268,0.476932,-0.82607
-0.040268,0.5685,-0.782473
-0.040268,0.657382,-0.730097
-0.040268,0.765807,0.642588
-0.040268,0.811284,0.589433
-0.040268,0.873653,0.504404
-0.040268,0.952528,-0.346692
-0.040268,0.982574,0.281748
-0.040268,1.017218,-0.071131
-0.040268,1.020156,-0.035625
0.040268,-1.022484,0.035706
0.040268,-1.017617,-0.071159
0.040268,-0.965091,-0.313577
0.040268,-0.953296,-0.346971
0.040268,-0.911016,0.444332
0.040268,-0.854035,0.533661
0.040268,-0.789214,0.616602
0.040268,-0.668801,-0.742778
0.040268,-0.584629,0.804673
0.040268,-0.496328,0.859665
0.040268,-0.402418,0.903847
0.040268,-0.304303,0.936548
0.040268,-0.203686,0.958269
0.040268,-0.101989,0.970358
0.040268,0.0,0.974195
0.040268,0.101989,0.970358
0.040268,0.203686,0.958269
0.040268,0.321263,-0.882663
0.040268,0.413061,-0.846901
0.040268,0.50504,-0.808233
0.040268,0.596445,-0.763415
0.040268,0.684353,-0.708668
0.040268,0.789214,0.616602
0.040268,0.854035,0.533661
0.040268,0.92547,-0.412046
0.040268,0.943661,0.381264
0.040268,0.994006,-0.211283
0.040268,1.014683,0.142604
0.040268,1.02248,0.035706
0.120805,-0.994498,-0.211387
0.120805,-1.015054,0.142657
0.120805,-0.985878,-0.245807
0.120805,-0.944013,0.381406
0.120805,-0.895291,-0.476035
0.120805,-0.839151,-0.566014
0.120805,-0.766409,0.643094
0.120805,-0.64026,0.763032
0.120805,-0.556089,0.824436
0.120805,-0.465766,0.875978
0.120805,-0.370237,0.916368
0.120805,-0.269488,-0.939818
0.120805,-0.169922,0.963677
0.120805,-0.068032,0.9729
0.120805,0.034019,0.974174
0.120805,0.136001,0.967694
0.120805,0.237497,0.952548
0.120805,0.34959,-0.865266
0.120805,0.440986,-0.829373
0.120805,0.533083,-0.790328
0.120805,0.624268,-0.743973
0.120805,0.738018,-0.664515
0.120805,0.83472,-0.563026
0.120805,0.893281,-0.474966
0.120805,0.911364,0.444502
0.120805,0.975942,-0.279847
0.120805,1.008466,-0.141731
0.120805,1.002248,0.213034
0.201342,-1.021331,-0.035666
0.201342,-1.008918,-0.141794
0.201342,-1.002596,0.213108
0.201342,-0.971943,0.315804
0.201342,-0.927123,-0.412782
0.201342,-0.874674,0.504993
0.201342,-0.812254,0.590137
0.201342,-0.748252,-0.673729
0.201342,-0.613148,0.784794
0.201342,-0.526827,0.843099
0.201342,-0.434589,0.891039
0.201342,-0.337622,0.927609
0.201342,-0.237589,0.952917
0.201342,-0.136056,0.968091
0.201342,-0.034033,0.974587
0.201342,0.06806,0.97331
0.201342,0.169991,0.964066
0.201342,0.286815,-0.882725
0.201342,0.377431,-0.847724
0.201342,0.468829,-0.812036
0.201342,0.561201,-0.772427
0.201342,0.651972,-0.724088
0.201342,0.766726,0.64336
0.201342,0.812254,0.590137
0.201342,0.874674,0.504993
0.201342,0.953418,-0.347016
0.201342,0.983647,0.282056
0.201342,1.018386,-0.071212
0.201342,1.021319,-0.035665
0.281879,-1.023615,0.035745
0.281879,-1.018809,-0.071242
0.281879,-0.966255,-0.313955
0.281879,-0.954432,-0.347385
0.281879,-0.912055,0.444839
0.281879,-0.855065,0.534304
0.281879,-0.790191,0.617365
0.281879,-0.669544,-0.743604
0.281879,-0.585291,0.805584
0.281879,-0.496867,0.860598
0.281879,-0.402853,0.904822
0.281879,-0.304643,0.937596
0.281879,-0.203928,0.959406
0.281879,-0.102116,0.971569
0.281879,0.0,0.975436
0.281879,0.102116,0.971569
0.281879,0.203928,0.959406
0.281879,0.314915,-0.865221
0.281879,0.405056,-0.830487
0.281879,0.496825,-0.795087
0.281879,0.589488,-0.75451
0.281879,0.679508,-0.703651
0.281879,0.790192,0.617365
0.281879,0.855065,0.534304
0.281879,0.926086,-0.41232
0.281879,0.944695,0.381682
0.281879,0.995171,-0.21153
0.281879,1.015753,0.142755
0.281879,1.02361,0.035745
0.362416,-1.020204,0.107228
0.362416,-1.016082,0.142801
0.362416,-0.987116,-0.246116
0.362416,-0.945023,0.381814
0.362416,-0.896271,-0.476556
0.362416,-0.818877,-0.594949
0.362416,-0.767386,0.643913
0.362416,-0.641011,0.763927
0.362416,-0.556691,0.825329
0.362416,-0.466245,0.87688
0.362416,-0.370622,0.917322
0.362416,-0.269504,-0.939872
0.362416,-0.170129,0.96485
0.362416,-0.06812,0.974159
0.362416,0.034063,0.975446
0.362416,0.13617,0.968902
0.362416,0.23777,0.953643
0.362416,0.342588,-0.847936
0.362416,0.432767,-0.813917
0.362416,0.525172,-0.7786
0.362416,0.617965,-0.736463
0.362416,0.734633,-0.661467
0.362416,0.833735,-0.562361
0.362416,0.893425,-0.475042
0.362416,0.912398,0.445006
0.362416,0.977051,-0.280165
0.362416,1.009688,-0.141902
0.362416,0.99452,0.247962
0.442953,-1.02251,-0.035707
0.442953,-1.003737,-0.176986
0.442953,-1.00354,0.213309
0.442953,-0.972891,0.316112
0.442953,-0.928195,-0.413259
0.442953,-0.875734,0.505605
0.442953,-0.813307,0.590902
0.442953,-0.748979,-0.674384
0.442953,-0.613841,0.78568
0.442953,-0.527363,0.843958
0.442953,-0.435011,0.891905
0.442953,-0.337965,0.928552
0.442953,-0.237858,0.953997
0.442953,-0.136228,0.969313
0.442953,-0.034079,0.975891
0.442953,0.06815,0.974597
0.442953,0.170199,0.965244
0.442953,0.28146,-0.866246
0.442953,0.370162,-0.831397
0.442953,0.460861,-0.798234
0.442953,0.553995,-0.762509
0.442953,0.646575,-0.718094
0.442953,0.767728,0.6442
0.442953,0.813308,0.590903
0.442953,0.875734,0.505605
0.442953,0.954369,-0.347362
0.442953,0.984586,0.282325
0.442953,1.019594,-0.071297
0.442953,1.024091,0.0
0.52349,-1.024472,0.0
0.52349,-1.010624,-0.142034
0.52349,-0.967491,-0.314357
0.52349,-0.942647,-0.380854
0.52349,-0.913073,0.445335
0.52349,-0.8605,-0.5377
0.52349,-0.791247,0.61819
0.52349,-0.670235,-0.744371
0.52349,-0.585913,0.80644
0.52349,-0.497336,0.861411
0.52349,-0.403225,0.905657
0.52349,-0.304952,0.938546
0.52349,-0.204167,0.960529
0.52349,-0.10225,0.972847
0.52349,0.0,0.976776
0.52349,0.10225,0.972847
0.52349,0.204167,0.960529
0.52349,0.3093,-0.849794
0.52349,0.39799,-0.816
0.52349,0.489573,-0.783481
0.52349,0.583323,-0.746619
0.52349,0.675177,-0.699166
0.52349,0.791247,0.61819
0.52349,0.856146,0.534979
0.52349,0.926748,-0.412615
0.52349,0.966858,-0.314151
0.52349,0.996438,-0.211799
0.52349,1.003819,0.213368
0.52349,1.02349,0.071569
0.604027,-1.02381,0.071592
0.604027,-1.016971,0.142926
0.604027,-0.98844,-0.246446
0.604027,-0.945948,0.382188
0.604027,-0.897189,-0.477044
0.604027,-0.819578,-0.595458
0.604027,-0.768429,0.644788
0.604027,-0.641753,0.764811
0.604027,-0.557236,0.826136
0.604027,-0.46665,0.877642
0.604027,-0.370952,0.918137
0.604027,-0.269587,-0.940162
0.604027,-0.170337,0.96603
0.604027,-0.068213,0.975493
0.604027,0.034111,0.976805
0.604027,0.136345,0.970143
0.604027,0.23803,0.954686
0.604027,0.337154,-0.834486
0.604027,0.426404,-0.801949
0.604027,0.519047,-0.769518
0.604027,0.613072,-0.73063
0.604027,0.731989,-0.659086
0.604027,0.833011,-0.561873
0.604027,0.893679,-0.475177
0.604027,0.94166,-0.380455
0.604027,0.988134,-0.24637
0.604027,1.010983,-0.142084
0.604027,1.02041,-0.071354
0.684564,-1.020852,-0.071385
0.684564,-0.997541,-0.212034
0.684564,-1.00432,0.213475
0.684564,-0.973701,0.316375
0.684564,-0.913948,-0.445762
0.684564,-0.876807,0.506224
0.684564,-0.814417,0.591709
0.684564,-0.749589,-0.674933
0.684564,-0.668779,0.742754
0.684564,-0.586298,0.80697
0.684564,-0.497605,0.861877
0.684564,-0.403434,0.906128
0.684564,-0.305137,0.939115
0.684564,-0.204321,0.961257
0.684564,-0.102342,0.973722
0.684564,0.0,0.97771
0.684564,0.102342,0.973722
0.684564,0.204321,0.961257
0.684564,0.306964,-0.843377
0.684564,0.395066,-0.810005
0.684564,0.486582,-0.778695
0.684564,0.580786,-0.743372
0.684564,0.673401,-0.697327
0.684564,0.720215,0.695503
0.684564,0.832919,-0.561811
0.684564,0.893827,-0.475256
0.684564,0.941983,-0.380586
0.684564,0.988577,-0.24648
0.684564,1.011426,-0.142147
0.684564,1.020818,-0.071383
0.765101,-1.02126,-0.071413
0.765101,-0.998006,-0.212133
0.765101,-1.00454,0.213522
0.765101,-0.973937,0.316451
0.765101,-0.914259,-0.445914
0.765101,-0.877162,0.50643
0.765101,-0.814794,0.591983
0.765101,-0.749764,-0.675091
0.765101,-0.669045,0.74305
0.765101,-0.58648,0.807221
0.765101,-0.497726,0.862086
0.765101,-0.403527,0.906336
0.765101,-0.305222,0.939378
0.765101,-0.204397,0.961612
0.765101,-0.102389,0.974163
0.765101,0.0,0.978186
0.765101,0.102389,0.974163
0.765101,0.204397,0.961613
0.765101,0.306405,-0.841841
0.765101,0.394375,-0.808589
0.765101,0.485884,-0.777577
0.765101,0.5802,-0.742622
0.765101,0.673001,-0.696913
0.765101,0.720538,0.695815
0.765101,0.832928,-0.561817
0.765101,0.894018,-0.475358
0.765101,0.942324,-0.380724
0.765101,0.98903,-0.246593
0.765101,1.011874,-0.14221
0.765101,1.021225,-0.071411
0.845638,-1.021665,-0.071442
0.845638,-0.998474,-0.212232
0.845638,-1.004741,0.213564
0.845638,-0.974155,0.316522
0.845638,-0.914563,-0.446062
0.845638,-0.877513,0.506633
0.845638,-0.815172,0.592257
0.845638,-0.749926,-0.675236
0.845638,-0.669308,0.743342
0.845638,-0.586654,0.80746
0.845638,-0.497836,0.862277
0.845638,-0.403611,0.906525
0.845638,-0.305303,0.939626
0.845638,-0.204471,0.961961
0.845638,-0.102435,0.974605
0.845638,0.0,0.978665
0.845638,0.102435,0.974605
0.845638,0.204471,0.961962
0.845638,0.3063,-0.841553
0.845638,0.394259,-0.808351
0.845638,0.48578,-0.777411
0.845638,0.580124,-0.742525
0.845638,0.672966,-0.696877
0.845638,0.720862,0.696128
0.845638,0.833044,-0.561896
0.845638,0.894255,-0.475484
0.845638,0.942685,-0.380869
0.845638,0.989491,-0.246708
0.845638,1.012325,-0.142273
0.845638,1.021631,-0.071439
0.926174,-1.022067,-0.07147
0.926174,-0.990286,-0.246906
0.926174,-1.012164,0.178472
0.926174,-0.974354,0.316587
0.926174,-0.93142,0.414695
0.926174,-0.877859,0.506832
0.926174,-0.815548,0.59253
0.926174,-0.724663,-0.699799
0.926174,-0.669566,0.743628
0.926174,-0.586819,0.807687
0.926174,-0.497936,0.862451
0.926174,-0.403686,0.906694
0.926174,-0.305379,0.939859
0.926174,-0.204544,0.962302
0.926174,-0.102481,0.975046
0.926174,0.0,0.979147
0.926174,0.102482,0.975046
0.926174,0.204544,0.962303
0.926174,0.306661,-0.842544
0.926174,0.394733,-0.809323
0.926174,0.486285,-0.778219
0.926174,0.580571,-0.743097
0.926174,0.673306,-0.697229
0.926174,0.721186,0.696441
0.926174,0.833273,-0.56205
0.926174,0.894538,-0.475635
0.926174,0.943064,-0.381023
0.926174,0.98996,-0.246825
0.926174,1.012777,-0.142337
0.926174,1.022033,-0.071468
1.006711,-1.022465,-0.071498
1.006711,-0.990753,-0.247023
1.006711,-1.012331,0.178501
1.006711,-0.974532,0.316645
1.006711,-0.931675,0.414809
1.006711,-0.878195,0.507026
